组播,#genre#
凤凰中文,http://58.46.30.173:8188/udp/239.76.253.134:9000
凤凰资讯,http://58.46.30.173:8188/udp/239.76.253.135:9000
试播4K超高清,http://58.46.30.173:8188/udp/239.76.253.214:9000
北京KAKU少儿,http://58.46.30.173:8188/udp/239.76.254.81:9000
北京纪实科教,http://58.46.30.173:8188/udp/239.76.254.65:9000
上海欢笑剧场4K,http://58.46.30.173:8188/udp/239.76.254.66:9000
上海东方财经,http://58.46.30.173:8188/udp/239.76.254.69:9000
上海乐游频道,http://58.46.30.173:8188/udp/239.76.254.68:9000
上海动漫秀场,http://58.46.30.173:8188/udp/239.76.254.70:9000
上海法治天地,http://58.46.30.173:8188/udp/239.76.254.67:9000
上海游戏风云,http://58.46.30.173:8188/udp/239.76.254.71:9000
上海生活时尚,http://58.46.30.173:8188/udp/239.76.254.73:9000
上海都市剧场,http://58.46.30.173:8188/udp/239.76.254.74:9000
上海金色学堂,http://58.46.30.173:8188/udp/239.76.254.75:9000
河南梨园频道,http://58.46.30.173:8188/udp/239.76.252.179:9000
河南文物宝库,http://58.46.30.173:8188/udp/239.76.252.180:9000
河南武术世界,http://58.46.30.173:8188/udp/239.76.252.181:9000
CETV-1,http://58.46.30.173:8188/udp/239.76.252.192:9000
CETV-4,http://58.46.30.173:8188/udp/239.76.252.254:9000
CETV早期教育,http://58.46.30.173:8188/udp/239.76.254.202:9000
魅力足球,http://58.46.30.173:8188/udp/239.76.254.72:9000
中国天气,http://58.46.30.173:8188/udp/239.76.253.61:9000
天元围棋,http://58.46.30.173:8188/udp/239.76.253.2:9000
长沙新闻综合,http://58.46.30.173:8188/udp/239.76.253.121:9000
长沙政法频道,http://58.46.30.173:8188/udp/239.76.253.122:9000
长沙文旅频道,http://58.46.30.173:8188/udp/239.76.255.42:9000
益阳新闻综合,http://58.46.30.173:8188/udp/239.76.255.15:9000
益阳公共频道,http://58.46.30.173:8188/udp/239.76.255.16:9000
岳阳新闻综合,http://58.46.30.173:8188/udp/239.76.255.7:9000
岳阳文旅都市,http://58.46.30.173:8188/udp/239.76.255.8:9000
张家界1新闻综合,http://58.46.30.173:8188/udp/239.76.252.234:9000
张家界2公共频道,http://58.46.30.173:8188/udp/239.76.252.235:9000
湘西新闻综合,http://58.46.30.173:8188/udp/239.76.252.208:9000
湘西文化旅游,http://58.46.30.173:8188/udp/239.76.252.209:9000
株洲新闻综合,http://58.46.30.173:8188/udp/239.76.255.1:9000
永州新闻综合,http://58.46.30.173:8188/udp/239.76.255.23:9000
永州经济生活,http://58.46.30.173:8188/udp/239.76.255.24:9000
湘潭新闻综合,http://58.46.30.173:8188/udp/239.76.255.4:9000
湘潭县电视台,http://58.46.30.173:8188/udp/239.76.255.41:9000
衡阳新闻综合,http://58.46.30.173:8188/udp/239.76.255.13:9000
衡阳文旅法治,http://58.46.30.173:8188/udp/239.76.255.14:9000
衡阳县电视台,http://58.46.30.173:8188/udp/239.76.255.26:9000
邵阳新闻综合,http://58.46.30.173:8188/udp/239.76.255.21:9000
邵阳文旅民生,http://58.46.30.173:8188/udp/239.76.255.22:9000
郴州综合频道,http://58.46.30.173:8188/udp/239.76.253.75:9000
郴州公共频道,http://58.46.30.173:8188/udp/239.76.255.39:9000
怀化新闻综合,http://58.46.30.173:8188/udp/239.76.255.12:9000
常德新闻综合,http://58.46.30.173:8188/udp/239.76.255.10:9000
常德公共频道,http://58.46.30.173:8188/udp/239.76.255.11:9000
娄底综合频道,http://58.46.30.173:8188/udp/239.76.255.18:9000
娄底公共频道,http://58.46.30.173:8188/udp/239.76.255.19:9000
娄底教育频道,http://58.46.30.173:8188/udp/239.76.255.20:9000
东安新闻综合,http://58.46.30.173:8188/udp/239.76.255.32:9000
桃源综合频道,http://58.46.30.173:8188/udp/239.76.255.36:9000
双牌新闻综合,http://58.46.30.173:8188/udp/239.76.255.33:9000
麻阳综合频道,http://58.46.30.173:8188/udp/239.76.255.45:9000
宁远综合频道,http://58.46.30.173:8188/udp/239.76.255.34:9000
汨罗综合频道,http://58.46.30.173:8188/udp/239.76.255.47:9000
新化电视台,http://58.46.30.173:8188/udp/239.76.255.31:9000
津市电视台,http://58.46.30.173:8188/udp/239.76.255.30:9000
武冈综合频道,http://58.46.30.173:8188/udp/239.76.255.29:9000
未知频道,http://58.46.30.173:8188/udp/239.76.255.46:9000
江永新闻频道,http://58.46.30.173:8188/udp/239.76.255.35:9000
洪江新闻频道,http://58.46.30.173:8188/udp/239.76.255.37:9000
涟源综合频道,http://58.46.30.173:8188/udp/239.76.255.48:9000
溆浦综合频道,http://58.46.30.173:8188/udp/239.76.255.25:9000
蓝山综合频道,http://58.46.30.173:8188/udp/239.76.255.38:9000
新田综合频道,http://58.46.30.173:8188/udp/239.76.255.44:9000
道县综合频道,http://58.46.30.173:8188/udp/239.76.255.28:9000
中方台,http://58.46.30.173:8188/udp/239.76.255.43:9000
桂东融媒,http://58.46.30.173:8188/udp/239.76.253.231:9000
湖南公共频道,http://58.46.30.173:8188/udp/239.76.246.109:1234
湖南国际频道,http://58.46.30.173:8188/udp/239.76.246.102:1234
湖南娱乐频道,http://58.46.30.173:8188/udp/239.76.246.105:1234
湖南电影频道,http://58.46.30.173:8188/udp/239.76.246.106:1234
湖南电视剧频道,http://58.46.30.173:8188/udp/239.76.246.108:1234
湖南经视频道,http://58.46.30.173:8188/udp/239.76.246.103:1234
湖南都市频道,http://58.46.30.173:8188/udp/239.76.246.104:1234
金鹰卡通,http://58.46.30.173:8188/udp/239.76.246.107:1234
金鹰纪实,http://58.46.30.173:8188/udp/239.76.246.110:1234
湖南教育台,http://58.46.30.173:8188/udp/239.76.245.233:1234
快乐垂钓,http://58.46.30.173:8188/udp/239.76.246.5:1234
茶频道,http://58.46.30.173:8188/udp/239.76.245.239:1234
湖南电影FHD,http://58.46.30.173:8188/udp/239.76.245.119:1234
湖南电视剧FHD,http://58.46.30.173:8188/udp/239.76.245.118:1234
湖南经视FHD,http://58.46.30.173:8188/udp/239.76.245.116:1234
湖南都市FHD,http://58.46.30.173:8188/udp/239.76.245.117:1234
湖南公共FHD,http://58.46.30.173:8188/udp/239.76.245.123:1234
湖南国际FHD,http://58.46.30.173:8188/udp/239.76.245.124:1234
湖南娱乐FHD,http://58.46.30.173:8188/udp/239.76.245.121:1234
金鹰卡通FHD,http://58.46.30.173:8188/udp/239.76.245.120:1234
金鹰纪实FHD,http://58.46.30.173:8188/udp/239.76.245.122:1234
快乐垂钓FHD,http://58.46.30.173:8188/udp/239.76.245.127:1234
CHC动作电影,http://58.46.30.173:8188/udp/239.76.245.243:1234
CHC家庭影院,http://58.46.30.173:8188/udp/239.76.245.241:1234
CHC影迷电影,http://58.46.30.173:8188/udp/239.76.245.242:1234
试播4K超高清,http://58.46.30.173:8188/udp/239.76.246.214:1234
凤凰中文,http://58.46.30.173:8188/udp/239.76.246.134:1234
凤凰资讯,http://58.46.30.173:8188/udp/239.76.246.135:1234
CETV-1,http://58.46.30.173:8188/udp/239.76.245.192:1234
CETV-4,http://58.46.30.173:8188/udp/239.76.245.254:1234
河南文物宝库,http://58.46.30.173:8188/udp/239.76.245.180:1234
河南梨园频道,http://58.46.30.173:8188/udp/239.76.245.179:1234
河南武术世界,http://58.46.30.173:8188/udp/239.76.245.181:1234
中国天气,http://58.46.30.173:8188/udp/239.76.246.61:1234
桂东融媒,http://58.46.30.173:8188/udp/239.76.246.231:1234
长沙新闻频道,http://58.46.30.173:8188/udp/239.76.246.121:1234
长沙政法频道,http://58.46.30.173:8188/udp/239.76.246.122:1234
益阳新闻综合,http://58.46.30.173:8188/udp/239.76.248.15:1234
益阳公共频道,http://58.46.30.173:8188/udp/239.76.248.16:1234
岳阳新闻综合,http://58.46.30.173:8188/udp/239.76.248.7:1234
岳阳文旅都市,http://58.46.30.173:8188/udp/239.76.248.8:1234
张家界新闻综合,http://58.46.30.173:8188/udp/239.76.245.234:1234
张家界公共频道,http://58.46.30.173:8188/udp/239.76.245.235:1234
湘西新闻综合,http://58.46.30.173:8188/udp/239.76.245.208:1234
湘西文化旅游,http://58.46.30.173:8188/udp/239.76.245.209:1234
株洲新闻综合,http://58.46.30.173:8188/udp/239.76.248.1:1234
永州新闻综合,http://58.46.30.173:8188/udp/239.76.248.23:1234
永州经济生活,http://58.46.30.173:8188/udp/239.76.248.24:1234
湘潭新闻综合,http://58.46.30.173:8188/udp/239.76.248.4:1234
湘潭县电视台,http://58.46.30.173:8188/udp/239.76.248.41:1234
衡阳新闻综合,http://58.46.30.173:8188/udp/239.76.248.13:1234
衡阳文旅法治,http://58.46.30.173:8188/udp/239.76.248.14:1234
衡阳县电视台,http://58.46.30.173:8188/udp/239.76.248.26:1234
邵阳新闻综合,http://58.46.30.173:8188/udp/239.76.248.21:1234
邵阳文旅民生,http://58.46.30.173:8188/udp/239.76.248.22:1234
郴州综合频道,http://58.46.30.173:8188/udp/239.76.246.75:1234
郴州公共频道,http://58.46.30.173:8188/udp/239.76.248.39:1234
怀化新闻综合,http://58.46.30.173:8188/udp/239.76.248.12:1234
常德新闻综合,http://58.46.30.173:8188/udp/239.76.248.10:1234
常德公共频道,http://58.46.30.173:8188/udp/239.76.248.11:1234
娄底综合频道,http://58.46.30.173:8188/udp/239.76.248.18:1234
娄底公共频道,http://58.46.30.173:8188/udp/239.76.248.19:1234
娄底教育频道,http://58.46.30.173:8188/udp/239.76.248.20:1234
东安新闻综合,http://58.46.30.173:8188/udp/239.76.248.32:1234
桃源综合频道,http://58.46.30.173:8188/udp/239.76.248.36:1234
长沙文旅频道,http://58.46.30.173:8188/udp/239.76.248.42:1234
双牌新闻综合,http://58.46.30.173:8188/udp/239.76.248.33:1234
宁远综合频道,http://58.46.30.173:8188/udp/239.76.248.34:1234
麻阳综合频道,http://58.46.30.173:8188/udp/239.76.248.45:1234
新化电视台,http://58.46.30.173:8188/udp/239.76.248.31:1234
津市电视台,http://58.46.30.173:8188/udp/239.76.248.30:1234
武冈综合频道,http://58.46.30.173:8188/udp/239.76.248.29:1234
江永新闻频道,http://58.46.30.173:8188/udp/239.76.248.35:1234
洪江新闻频道,http://58.46.30.173:8188/udp/239.76.248.37:1234
溆浦综合频道,http://58.46.30.173:8188/udp/239.76.248.25:1234
蓝山综合频道,http://58.46.30.173:8188/udp/239.76.248.38:1234
新田综合频道,http://58.46.30.173:8188/udp/239.76.248.44:1234
道县综合频道,http://58.46.30.173:8188/udp/239.76.248.28:1234
宁乡综合频道,http://58.46.30.173:8188/udp/239.76.248.57:1234
未知新闻综合,http://58.46.30.173:8188/udp/239.76.248.27:1234
中方台,http://58.46.30.173:8188/udp/239.76.248.43:1234
云南都市频道,http://106.59.2.32:55555/rtp/239.200.200.12:8844
云南娱乐频道,http://106.59.2.32:55555/rtp/239.200.200.13:8848
云南影视频道,http://106.59.2.32:55555/rtp/239.200.200.15:8856
云南康旅频道,http://106.59.2.32:55555/rtp/239.200.200.31:8860
云南少儿频道,http://106.59.2.32:55555/rtp/239.200.200.32:8864
澜湄国际频道,http://106.59.2.32:55555/rtp/239.200.200.33:8024
云南4K频道,http://106.59.2.32:55555/rtp/239.200.200.178:8884
楚雄新闻频道,http://106.59.2.32:55555/rtp/239.200.200.116:8708
禄丰市电视台,http://106.59.2.32:55555/rtp/239.200.200.163:8798
CHC动作电影,http://106.59.2.32:55555/rtp/239.200.201.31:8144
CHC影迷电影,http://106.59.2.32:55555/rtp/239.200.201.34:8148
CHC家庭影院,http://106.59.2.32:55555/rtp/239.200.201.30:8140
CETV1,http://106.59.2.32:55555/udp/239.200.201.49:8756
CETV2,http://106.59.2.32:55555/rtp/239.200.201.121:8780
CETV4,http://106.59.2.32:55555/rtp/239.200.201.122:8784
北京纪实科教,http://106.59.2.32:55555/rtp/239.200.200.147:8728
金鹰纪实,http://106.59.2.32:55555/rtp/239.200.201.126:8840
金鹰卡通,http://106.59.2.32:55555/rtp/239.200.200.65:8328
快乐垂钓,http://106.59.2.32:55555/rtp/239.200.200.103:8400
茶频道,http://106.59.2.32:55555/rtp/239.200.201.36:8404
河南梨园频道,http://106.59.2.32:55555/rtp/239.200.200.101:8048
河南文物宝库,http://106.59.2.32:55555/rtp/239.200.200.96:8112
河南武术世界,http://106.59.2.32:55555/rtp/239.200.200.90:8064
中国交通,http://106.59.2.32:55555/udp/239.200.201.138:8556
华数电影1,http://106.59.2.32:55555/udp/239.200.200.77:9016
华数电影2,http://106.59.2.32:55555/udp/239.200.200.73:9024
华数电视剧1,http://106.59.2.32:55555/rtp/239.200.200.72:9020
华数电视剧2,http://106.59.2.32:55555/udp/239.200.200.74:9012
华数电视剧3,http://106.59.2.32:55555/udp/239.200.200.11:8072
华数电视剧4,http://106.59.2.32:55555/rtp/239.200.200.78:1234
华数动漫,http://106.59.2.32:55555/rtp/239.200.200.75:9000
先锋乒羽,http://106.59.2.32:55555/rtp/239.200.201.33:4120
卡酷少儿,http://106.59.2.32:55555/rtp/239.200.200.64:8324
新动漫,http://106.59.2.32:55555/rtp/239.200.201.32:4120
重庆汽摩,http://106.59.2.32:55555/rtp/239.200.200.98:8052
IPTV1,http://106.59.2.32:55555/udp/239.200.200.81:1234
IPTV2,http://106.59.2.32:55555/rtp/239.200.200.79:1234
IPTV3,http://106.59.2.32:55555/udp/239.200.200.76:9004
IPTV4,http://106.59.2.32:55555/rtp/239.200.200.71:8012
IPTV5,http://106.59.2.32:55555/udp/239.200.201.5:4120
IPTV6,http://106.59.2.32:55555/udp/239.200.201.81:4120
IPTV7,http://106.59.2.32:55555/rtp/239.200.200.10:9008
IPTV10,http://106.59.2.32:55555/rtp/239.200.200.80:1234
云南都市频道,http://106.59.2.85:55555/rtp/239.200.200.12:8844
云南娱乐频道,http://106.59.2.85:55555/rtp/239.200.200.13:8848
云南影视频道,http://106.59.2.85:55555/rtp/239.200.200.15:8856
云南康旅频道,http://106.59.2.85:55555/rtp/239.200.200.31:8860
云南少儿频道,http://106.59.2.85:55555/rtp/239.200.200.32:8864
澜湄国际频道,http://106.59.2.85:55555/rtp/239.200.200.33:8024
云南4K频道,http://106.59.2.85:55555/rtp/239.200.200.178:8884
楚雄新闻频道,http://106.59.2.85:55555/rtp/239.200.200.116:8708
禄丰市电视台,http://106.59.2.85:55555/rtp/239.200.200.163:8798
CHC动作电影,http://106.59.2.85:55555/rtp/239.200.201.31:8144
CHC影迷电影,http://106.59.2.85:55555/rtp/239.200.201.34:8148
CHC家庭影院,http://106.59.2.85:55555/rtp/239.200.201.30:8140
CETV1,http://106.59.2.85:55555/udp/239.200.201.49:8756
CETV2,http://106.59.2.85:55555/rtp/239.200.201.121:8780
CETV4,http://106.59.2.85:55555/rtp/239.200.201.122:8784
北京纪实科教,http://106.59.2.85:55555/rtp/239.200.200.147:8728
金鹰纪实,http://106.59.2.85:55555/rtp/239.200.201.126:8840
金鹰卡通,http://106.59.2.85:55555/rtp/239.200.200.65:8328
快乐垂钓,http://106.59.2.85:55555/rtp/239.200.200.103:8400
茶频道,http://106.59.2.85:55555/rtp/239.200.201.36:8404
河南梨园频道,http://106.59.2.85:55555/rtp/239.200.200.101:8048
河南文物宝库,http://106.59.2.85:55555/rtp/239.200.200.96:8112
河南武术世界,http://106.59.2.85:55555/rtp/239.200.200.90:8064
中国交通,http://106.59.2.85:55555/udp/239.200.201.138:8556
华数电影1,http://106.59.2.85:55555/udp/239.200.200.77:9016
华数电影2,http://106.59.2.85:55555/udp/239.200.200.73:9024
华数电视剧1,http://106.59.2.85:55555/rtp/239.200.200.72:9020
华数电视剧2,http://106.59.2.85:55555/udp/239.200.200.74:9012
华数电视剧3,http://106.59.2.85:55555/udp/239.200.200.11:8072
华数电视剧4,http://106.59.2.85:55555/rtp/239.200.200.78:1234
华数动漫,http://106.59.2.85:55555/rtp/239.200.200.75:9000
先锋乒羽,http://106.59.2.85:55555/rtp/239.200.201.33:4120
卡酷少儿,http://106.59.2.85:55555/rtp/239.200.200.64:8324
新动漫,http://106.59.2.85:55555/rtp/239.200.201.32:4120
重庆汽摩,http://106.59.2.85:55555/rtp/239.200.200.98:8052
IPTV1,http://106.59.2.85:55555/udp/239.200.200.81:1234
IPTV2,http://106.59.2.85:55555/rtp/239.200.200.79:1234
IPTV3,http://106.59.2.85:55555/udp/239.200.200.76:9004
IPTV4,http://106.59.2.85:55555/rtp/239.200.200.71:8012
IPTV5,http://106.59.2.85:55555/udp/239.200.201.5:4120
IPTV6,http://106.59.2.85:55555/udp/239.200.201.81:4120
IPTV7,http://106.59.2.85:55555/rtp/239.200.200.10:9008
IPTV10,http://106.59.2.85:55555/rtp/239.200.200.80:1234
吉林篮球,http://36.49.55.163:8800/rtp/239.37.0.212:5540
吉林篮球,http://36.49.55.163:8800/rtp/239.37.0.216:5540
吉林教育,http://36.49.55.163:8800/rtp/239.37.0.126:5540
CHC动作电影,http://36.49.55.163:8800/rtp/239.37.0.186:5540
CHC影迷电影,http://36.49.55.163:8800/rtp/239.37.0.187:5540
CHC家庭影院,http://36.49.55.163:8800/rtp/239.37.0.188:5540
长影频道,http://36.49.55.163:8800/rtp/239.37.0.125:5540
北京纪实科教,http://36.49.55.163:8800/rtp/239.37.0.101:5540
上海都市剧场,http://36.49.55.163:8800/rtp/239.37.0.241:5540
上海生活时尚,http://36.49.55.163:8800/rtp/239.37.0.240:5540
上海法治天地,http://36.49.55.163:8800/rtp/239.37.0.238:5540
上海金色学堂,http://36.49.55.163:8800/rtp/239.37.0.239:5540
上海动漫秀场,http://36.49.55.163:8800/rtp/239.37.0.242:5540
上海游戏风云,http://36.49.55.163:8800/rtp/239.37.0.243:5540
上海乐游频道,http://36.49.55.163:8800/rtp/239.37.0.236:5540
金鹰纪实,http://36.49.55.163:8800/rtp/239.37.0.161:5540
快乐垂钓,http://36.49.55.163:8800/rtp/239.37.0.244:5540
茶频道,http://36.49.55.163:8800/rtp/239.37.0.245:5540
河南梨园频道,http://36.49.55.163:8800/rtp/239.37.0.228:5540
中国交通,http://36.49.55.163:8800/rtp/239.37.0.226:5540
BesTV游戏,http://36.49.55.163:8800/rtp/239.37.0.162:5540
咪咕体育,http://36.49.55.163:8800/rtp/239.37.0.194:5540
CETV1,http://36.49.55.163:8800/rtp/239.37.0.193:5540
环球奇观,http://36.49.55.163:8800/rtp/239.37.0.105:5540
优优宝贝,http://36.49.55.163:8800/rtp/239.37.0.107:5540
新动漫,http://36.49.55.163:8800/rtp/239.37.0.106:5540
扶余电视台,http://36.49.55.163:8800/rtp/239.37.0.180:5540
延边TV1,http://36.49.55.163:8800/rtp/239.37.0.248:5540
延边TV2,http://36.49.55.163:8800/rtp/239.37.0.249:5540
TTV洮南1,http://36.49.55.163:8800/rtp/239.37.0.218:5540
农安综合,http://36.49.55.163:8800/rtp/239.37.0.144:5540
生活频道,http://36.49.55.163:8800/rtp/239.37.0.129:5540
新闻综合,http://36.49.55.163:8800/rtp/239.37.0.250:5540
民生社会,http://36.49.55.163:8800/rtp/239.37.0.251:5540
松原综合频道,http://36.49.55.163:8800/rtp/239.37.0.246:5540
松原生活频道,http://36.49.55.163:8800/rtp/239.37.0.247:5540
白山新闻综合1,http://36.49.55.163:8800/rtp/239.37.0.137:5540
白山旅游生活2,http://36.49.55.163:8800/rtp/239.37.0.138:5540
四平1,http://36.49.55.163:8800/rtp/239.37.0.130:5540
四平2,http://36.49.55.163:8800/rtp/239.37.0.131:5540
TTV1,http://36.49.55.163:8800/rtp/239.37.0.132:5540
TTV2,http://36.49.55.163:8800/rtp/239.37.0.133:5540
TTV3,http://36.49.55.163:8800/rtp/239.37.0.134:5540
磐石综合频道,http://36.49.55.163:8800/rtp/239.37.0.164:5540
图门电视台,http://36.49.55.163:8800/rtp/239.37.0.166:5540
未知,http://36.49.55.163:8800/rtp/239.37.0.165:5540
梨树新闻,http://36.49.55.163:8800/rtp/239.37.0.168:5540
tv1,http://36.49.55.163:8800/rtp/239.37.0.167:5540
综合纪实,http://36.49.55.163:8800/rtp/239.37.0.170:5540
双辽,http://36.49.55.163:8800/rtp/239.37.0.169:5540
未知综合,http://36.49.55.163:8800/rtp/239.37.0.172:5540
未知TV,http://36.49.55.163:8800/rtp/239.37.0.171:5540
梅河口电视台,http://36.49.55.163:8800/rtp/239.37.0.173:5540
未知地方综合,http://36.49.55.163:8800/rtp/239.37.0.175:5540
DFTV综合,http://36.49.55.163:8800/rtp/239.37.0.179:5540
乾安综合,http://36.49.55.163:8800/rtp/239.37.0.181:5540
未知电视台,http://36.49.55.163:8800/rtp/239.37.0.220:5540
北京文艺频道,http://115.171.216.32:4000/udp/225.1.8.22:8002
北京纪实科教,http://115.171.216.32:4000/udp/225.1.8.105:8002
北京影视频道,http://115.171.216.32:4000/udp/225.1.8.82:8000
北京财经频道,http://115.171.216.32:4000/udp/225.1.8.106:8002
北京体育休闲,http://115.171.216.32:4000/udp/225.1.8.23:8002
北京生活频道,http://115.171.216.32:4000/udp/225.1.8.108:8002
北京新闻频道,http://115.171.216.32:4000/udp/225.1.8.83:8000
北京卡酷少儿,http://115.171.216.32:4000/udp/225.1.8.35:8000
北京国际频道,http://115.171.216.32:4000/rtp/225.1.8.131:8002
北京IPTV淘BABY,http://115.171.216.32:4000/rtp/225.1.8.36:8002
北京IPTV淘剧场,http://115.171.216.32:4000/rtp/225.1.8.37:8002
北京IPTV淘电影,http://115.171.216.32:4000/rtp/225.1.8.38:8002
北京IPTV淘娱乐,http://115.171.216.32:4000/rtp/225.1.8.61:8002
北京IPTV萌宠TV,http://115.171.216.32:4000/rtp/225.1.8.63:8002
北京IPTV4K超清,http://115.171.216.32:4000/rtp/225.1.8.211:8002
房山电视台,http://115.171.216.32:4000/rtp/225.1.8.68:8002
朝阳融媒,http://115.171.216.32:4000/rtp/225.1.8.69:8002
密云电视台,http://115.171.216.32:4000/rtp/225.1.8.75:8002
CETV1,http://115.171.216.32:4000/udp/225.1.8.32:8152
金鹰纪实,http://115.171.216.32:4000/rtp/225.1.8.31:8156
快乐垂钓,http://115.171.216.32:4000/rtp/225.1.8.71:8002
茶频道,http://115.171.216.32:4000/rtp/225.1.8.72:8002
华数少儿动画,http://115.171.216.32:4000/rtp/225.1.8.207:9000
华数动画,http://115.171.216.32:4000/rtp/225.1.8.240:4120
华数喜剧影院,http://115.171.216.32:4000/rtp/225.1.8.251:4120
华数动作影院,http://115.171.216.32:4000/rtp/225.1.8.252:4120
华数家庭影院,http://115.171.216.32:4000/rtp/225.1.8.253:4120
华数星影,http://115.171.216.32:4000/rtp/225.1.8.254:4120
华数精选,http://115.171.216.32:4000/rtp/225.1.8.234:4120
华数经典电影,http://115.171.216.32:4000/rtp/225.1.8.203:9024
华数爱上4K电影,http://115.171.216.32:4000/rtp/225.1.8.80:2000
华数热播剧场,http://115.171.216.32:4000/rtp/225.1.8.202:9020
华数魅力时尚,http://115.171.216.32:4000/rtp/225.1.8.204:9012
华数城市剧场,http://115.171.216.32:4000/rtp/225.1.8.227:4120
华数军旅剧场,http://115.171.216.32:4000/rtp/225.1.8.228:4120
华数古装剧场,http://115.171.216.32:4000/rtp/225.1.8.229:4120
武侠剧场,http://115.171.216.32:4000/rtp/225.1.8.250:4120
重温经典,http://115.171.216.32:4000/rtp/225.1.8.39:8002
光影,http://115.171.216.32:4000/rtp/225.1.8.244:4120
高网,http://115.171.216.32:4000/rtp/225.1.8.248:4120
IPTV收视指南,http://115.171.216.32:4000/rtp/225.1.8.201:8012
IPTV地理,http://115.171.216.32:4000/rtp/225.1.8.231:4120
IPTV美妆,http://115.171.216.32:4000/rtp/225.1.8.232:4120
IPTV好学生,http://115.171.216.32:4000/rtp/225.1.8.241:4120
IPTV国学,http://115.171.216.32:4000/rtp/225.1.8.237:4120
IPTV美人,http://115.171.216.32:4000/rtp/225.1.8.233:4120
IPTV5足球,http://115.171.216.32:4000/rtp/225.1.8.249:4120
IPTV7军事,http://115.171.216.32:4000/rtp/225.1.8.236:4120
IPTV10解密,http://115.171.216.32:4000/rtp/225.1.8.235:4120
IPTV11戏曲,http://115.171.216.32:4000/rtp/225.1.8.238:4120
IPTV14早教,http://115.171.216.32:4000/rtp/225.1.8.239:4120
IPTV15音乐现场,http://115.171.216.32:4000/rtp/225.1.8.230:4120
IPTV鉴赏,http://115.171.216.32:4000/rtp/225.1.8.242:4120
IPTV墨宝,http://115.171.216.32:4000/rtp/225.1.8.243:4120
IPTV爱生活,http://115.171.216.32:4000/rtp/225.1.8.246:4120
IPTV武术,http://115.171.216.32:4000/rtp/225.1.8.247:4120
台球,http://115.171.216.32:4000/rtp/225.1.8.245:4120
CETV2,http://115.171.216.32:4000/rtp/225.1.8.193:4120
CETV4,http://115.171.216.32:4000/rtp/225.1.8.195:4120
金鹰卡通,http://115.171.216.32:4000/rtp/225.1.8.163:9252
嘉佳卡通,http://115.171.216.32:4000/rtp/225.1.8.170:9268
聚鲨环球精选,http://115.171.216.32:4000/udp/225.1.8.58:8002
北京文艺频道,http://115.171.216.46:4000/udp/225.1.8.22:8002
北京纪实科教,http://115.171.216.46:4000/udp/225.1.8.105:8002
北京影视频道,http://115.171.216.46:4000/udp/225.1.8.82:8000
北京财经频道,http://115.171.216.46:4000/udp/225.1.8.106:8002
北京体育休闲,http://115.171.216.46:4000/udp/225.1.8.23:8002
北京生活频道,http://115.171.216.46:4000/udp/225.1.8.108:8002
北京新闻频道,http://115.171.216.46:4000/udp/225.1.8.83:8000
北京卡酷少儿,http://115.171.216.46:4000/udp/225.1.8.35:8000
北京国际频道,http://115.171.216.46:4000/rtp/225.1.8.131:8002
北京IPTV淘BABY,http://115.171.216.46:4000/rtp/225.1.8.36:8002
北京IPTV淘剧场,http://115.171.216.46:4000/rtp/225.1.8.37:8002
北京IPTV淘电影,http://115.171.216.46:4000/rtp/225.1.8.38:8002
北京IPTV淘娱乐,http://115.171.216.46:4000/rtp/225.1.8.61:8002
北京IPTV萌宠TV,http://115.171.216.46:4000/rtp/225.1.8.63:8002
北京IPTV4K超清,http://115.171.216.46:4000/rtp/225.1.8.211:8002
房山电视台,http://115.171.216.46:4000/rtp/225.1.8.68:8002
朝阳融媒,http://115.171.216.46:4000/rtp/225.1.8.69:8002
密云电视台,http://115.171.216.46:4000/rtp/225.1.8.75:8002
CETV1,http://115.171.216.46:4000/udp/225.1.8.32:8152
金鹰纪实,http://115.171.216.46:4000/rtp/225.1.8.31:8156
快乐垂钓,http://115.171.216.46:4000/rtp/225.1.8.71:8002
茶频道,http://115.171.216.46:4000/rtp/225.1.8.72:8002
华数少儿动画,http://115.171.216.46:4000/rtp/225.1.8.207:9000
华数动画,http://115.171.216.46:4000/rtp/225.1.8.240:4120
华数喜剧影院,http://115.171.216.46:4000/rtp/225.1.8.251:4120
华数动作影院,http://115.171.216.46:4000/rtp/225.1.8.252:4120
华数家庭影院,http://115.171.216.46:4000/rtp/225.1.8.253:4120
华数星影,http://115.171.216.46:4000/rtp/225.1.8.254:4120
华数精选,http://115.171.216.46:4000/rtp/225.1.8.234:4120
华数经典电影,http://115.171.216.46:4000/rtp/225.1.8.203:9024
华数爱上4K电影,http://115.171.216.46:4000/rtp/225.1.8.80:2000
华数热播剧场,http://115.171.216.46:4000/rtp/225.1.8.202:9020
华数魅力时尚,http://115.171.216.46:4000/rtp/225.1.8.204:9012
华数城市剧场,http://115.171.216.46:4000/rtp/225.1.8.227:4120
华数军旅剧场,http://115.171.216.46:4000/rtp/225.1.8.228:4120
华数古装剧场,http://115.171.216.46:4000/rtp/225.1.8.229:4120
武侠剧场,http://115.171.216.46:4000/rtp/225.1.8.250:4120
重温经典,http://115.171.216.46:4000/rtp/225.1.8.39:8002
光影,http://115.171.216.46:4000/rtp/225.1.8.244:4120
高网,http://115.171.216.46:4000/rtp/225.1.8.248:4120
